isin,Basic Materials,Consumer Discretionary,Consumer Staples,Corporate,Covered,Energy,Financials,Government,Health Care,Industrials,Real Estate,Securitised,Technology,Telecommunication,Utilities,Liquidity,Supranational,Other
FR0011550185,1.8274,9.1396,4.5041,,,3.4803,12.2915,,9.2823,8.3113,,,37.8697,9.4992,1.9839,0.0089,,1.8018
FR0011550193,5.7056,6.7318,7.7634,,,5.3905,26.2515,,12.1356,19.0884,,,8.4996,2.79,4.5931,,,1.0504
FR0011550672,5.7056,6.7318,7.7634,,,5.3905,26.2515,,12.1356,19.0884,,,8.4996,2.79,4.5931,,,1.0504
FR0011550680,1.8274,9.1396,4.5041,,,3.4803,12.2915,,9.2823,8.3113,,,37.8697,9.4992,1.9839,0.0089,,1.8018
FR0011660927,3.4141,8.5412,4.8361,,,4.21,16.456,,9.0869,11.0252,,,30.3498,8.0667,,,,4.0139
FR0011669845,3.4141,8.5412,4.8361,,,4.21,16.456,,9.0869,11.0252,,,30.3498,8.0667,,,,4.0139
FR0011720911,12.9223,4.2478,6.5717,,,3.3972,19.2675,,4.1217,13.7495,,,30.8367,,3.2919,,,1.5937
FR0011758085,4.8046,20.6751,2.9586,,,,18.1191,,3.1131,22.0442,,,17.3105,2.5045,7.9492,,,0.5211
FR0011857234,11.56,22.89,,,,,12.84,,3.52,35.49,,,10.68,3.01,,,,
FR0012399731,3.5155,9.0313,5.2144,,,5.1659,28.9351,,5.2966,21.1853,,,15.031,,4.4318,,,2.1931
FR0012399772,3.5155,9.0313,5.2144,,,5.1659,28.9351,,5.2966,21.1853,,,15.031,,4.4318,,,2.1931
FR0012399806,3.5155,9.0313,5.2144,,,5.1659,28.9351,,5.2966,21.1853,,,15.031,,4.4318,,,2.1931
FR0012739431,3.4628,9.4201,5.156,,,4.8893,28.595,,5.3319,21.4739,,,14.608,2.196,4.4548,0.4119,,0.0004
FR0012740983,3.4628,9.4201,5.156,,,4.8893,28.595,,5.3319,21.4739,,,14.608,2.196,4.4548,0.4119,,0.0004
FR0013041530,1.8274,9.1396,4.5041,,,3.4803,12.2915,,9.2823,8.3113,,,37.8697,9.4992,1.9839,0.0089,,1.8018
FR0013209921,5.8826,7.4044,3.7847,,,4.2049,31.2986,,9.4669,17.3769,,,11.541,4.1803,,,,4.8598
FR0013380607,7.446,11.6495,8.5767,,,8.8297,14.8674,,7.8783,30.8328,,,3.1233,,3.4458,,,3.3505
FR0013416716,,,,,,,,,,,,,,,,,,
FR0014002CH1,,,,,,,,,,69.9022,,,1.9329,,28.1649,,,
FR0014002IH8,,,,,,,,,,,,,,,,,,
FR0014003FW1,1.1,6.3,6.4,,,,22.18,,8.78,7.25,,,45.71,1.22,1.03,,,0.03
FR0014003IY1,3.4141,8.5412,4.8361,,,4.21,16.456,,9.0869,11.0252,,,30.3498,8.0667,,,,4.0139
FR0014003N93,3.76,5.71,8.7,,,3.29,18.69,,9.25,11.12,,,34.52,1.35,2.55,,,1.06
FR001400U5Q4,3.76,5.71,8.7,,,3.29,18.69,,9.25,11.12,,,34.52,1.35,2.55,,,1.06
FR001400YYJ0,3.77,5.52,8.5,,,3.43,18.31,,9.0,11.14,,,35.36,1.31,2.59,,,1.08
FR0014010HV4,3.4141,8.5412,4.8361,,,4.21,16.456,,9.0869,11.0252,,,30.3498,8.0667,,,,4.0139
FR0014015ZN2,17.0231,19.006,,,,,7.9554,,3.772,29.5394,4.6226,,11.9919,6.0896,,,,
FR0014017NX3,4.1,5.65,8.39,,,3.41,18.94,0.09,8.27,10.44,,,35.57,1.42,2.41,,,1.32
FR0014018VJ3,0.06,8.42,5.76,,,8.67,37.78,2.36,5.59,19.46,,,2.36,2.25,7.08,,,0.21
GB00B00FHZ82,,,,,,,,,,,,,,,,,,
GB00B15KXN58,,,,,,,,,,,,,,,,,,
GB00B15KXQ89,,,,,,,,,,,,,,,,,,
GB00B15KXT11,,,,,,,,,,,,,,,,,,
GB00B15KXV33,,,,,,,,,,,,,,,,,,
GB00B15KXW40,,,,,,,,,,,,,,,,,,
GB00B15KXX56,,,,,,,,,,,,,,,,,,
GB00B15KXY63,,,,,,,,,,,,,,,,,,
GB00B15KY096,,,,,,,,,,,,,,,,,,
GB00B15KY211,,,,,,,,,,,,,,,,,,
GB00B15KY328,,,,,,,,,,,,,,,,,,
GB00B15KY435,,,,,,,,,,,,,,,,,,
GB00B15KY542,,,,,,,,,,,,,,,,,,
GB00B15KY658,,,,,,,,,,,,,,,,,,
GB00B15KY872,,,,,,,,,,,,,,,,,,
GB00B15KY989,,,,,,,,,,,,,,,,,,
GB00B15KYB02,,,,,,,,,,,,,,,,,,
GB00B15KYC19,,,,,,,,,,,,,,,,,,
GB00B15KYF40,,,,,,,,,,,,,,,,,,
GB00B15KYG56,,,,,,,,,,,,,,,,,,
GB00B15KYH63,,,,,,,,,,,,,,,,,,
GB00B15KYJ87,,,,,,,,,,,,,,,,,,
GB00B15KYL00,,,,,,,,,,,,,,,,,,
GB00B5840F36,,,,,,,,,,,,,,,,,,
GB00B684MW17,,,,,,,,,,,,,,,,,,
GB00B68FL050,,,,,,,,,,,,,,,,,,
GB00BJYDH287,,,,,,,,,,,,,,,,,,
GB00BJYDH394,,,,,,,,,,,,,,,,,,
GB00BLBDZV05,,,,,,,,,,,,,,,,,,
GB00BLBDZW12,,,,,,,,,,,,,,,,,,
GB00BLD4ZL17,,,,,,,,,,,,,,,,,,
GB00BLD4ZM24,,,,,,,,,,,,,,,,,,
GB00BLD4ZN31,,,,,,,,,,,,,,,,,,
GB00BLD4ZP54,,,,,,,,,,,,,,,,,,
GB00BM9JYH62,,,,,,,,,,,,,,,,,,
GB00BM9JYJ86,,,,,,,,,,,,,,,,,,
GB00BM9JYK91,,,,,,,,,,,,,,,,,,
GB00BMTP1519,,,,,,,,,,,,,,,,,,
GB00BMTP1626,,,,,,,,,,,,,,,,,,
GB00BMTP1733,,,,,,,,,,,,,,,,,,
GB00BMWB4803,,,,,,,,,,,,,,,,,,
GB00BMWB4910,,,,,,,,,,,,,,,,,,
GB00BMY36D37,,,,,,,,,,,,,,,,,,
GB00BN474G19,,,,,,,,,,,,,,,,,,
GB00BN6NHH92,,,,,,,,,,,,,,,,,,
GB00BN7K9C82,,,,,,,,,,,,,,,,,,
GB00BNGJ9G01,,,,,,,,,,,,,,,,,,
GB00BNGJ9H18,,,,,,,,,,,,,,,,,,
GB00BNGJ9J32,,,,,,,,,,,,,,,,,,
GB00BNRRB013,,,,,,,,,,,,,,,,,,
GB00BNRRF105,,,,,,,,,,,,,,,,,,
GB00BNRRF659,,,,,,,,,,,,,,,,,,
GB00BNRRF980,,,,,,,,,,,,,,,,,,
GB00BNRRFW10,,,,,,,,,,,,,,,,,,
GB00BNRRFY34,,,,,,,,,,,,,,,,,,
GB00BNRRG624,,,,,,,,,,,,,,,,,,
GB00BPDX1969,,,,,,,,,,,,,,,,,,
GB00BQ991Q22,,,,,,,,,,,,,,,,,,
GB00BRBMZ190,,,,,,,,,,,,,,,,,,
GB00BRBV3124,,,,,,,,,,,,,,,,,,
GB00BRXHQ425,,,,,,,,,,,,,,,,,,
GB00BS2BDN04,,,,,,,,,,,,,,,,,,
GB00BVBJQ593,,,,,,,,,,,,,,,,,,
GB00BVBM1L91,,,,,,,,,,,,,,,,,,
GB00BVLNRK36,,,,,,,,,,,,,,,,,,
IE000004V778,1.9984,7.9638,,,,,15.3439,,11.207,10.6289,6.4456,,36.1583,5.2674,3.4346,,,1.5521
IE00000EF730,4.7765,5.87,7.5598,,,5.3333,25.9074,,12.5466,18.7172,0.6856,,9.5797,3.9344,4.3864,0.7031,,
IE000017NMH7,,,,,,,,,,,,,,,,,,
IE00002QW7P5,1.66,10.53,6.85,,,10.39,23.55,0.66,12.93,9.1,,,3.81,12.51,7.95,,,0.06
IE00002ZKAP0,5.0696,6.2912,8.5707,,,5.3137,25.7468,,12.4366,19.3276,,,9.3468,3.6207,4.2011,,,0.0753
IE0000378O66,,,,,,,,,,,,,,,,,,
IE00003M6Z62,4.3176,7.6145,6.1188,,,6.8706,26.2286,,9.5563,17.5674,1.0671,,8.4937,2.6378,4.4734,,,5.0542
IE00004OA765,1.66,10.53,6.85,,,10.39,23.55,0.66,12.93,9.1,,,3.81,12.51,7.95,,,0.06
IE00004PGEY9,4.62,7.24,5.6,,,3.57,27.79,,4.6,20.94,,,14.87,3.17,6.77,,,0.83
IE00004S2680,,,,,,,,98.68,,,,,,,,,,1.32
IE00005YSIA4,5.3,11.24,6.45,,,0.97,20.99,,5.72,19.09,,,24.23,4.82,0.93,,,0.27
IE00008UMP12,1.4882,8.3022,5.8252,,,4.0911,11.7502,,9.8344,6.4858,1.9258,,35.5074,9.8831,1.9932,2.9134,,
IE0000902GT6,9.52,2.29,2.23,,,1.62,8.24,,4.41,24.45,,,26.28,3.15,3.17,,,14.66
IE0000BH4WF5,6.82,12.33,13.15,,,5.53,7.5,0.17,10.55,15.82,,,4.76,9.62,13.81,,,0.04
IE0000BNORX6,5.04,5.61,8.47,,,4.75,24.2,,11.43,16.53,,,10.18,2.26,5.07,,,6.48
IE0000BQ75C2,5.5969,19.9759,12.1571,,,8.6084,13.5006,0.0479,,11.4932,5.0431,,8.5317,10.7243,2.307,2.0138,,
IE0000CRTTJ9,3.1733,8.2827,3.9703,,,3.7074,17.1872,,9.3396,10.8562,,,30.7618,8.1518,,,,4.5697
IE0000DO92H7,,,,,,,,,,,,,,,,,,
IE0000EAPBT6,3.45,8.37,13.38,,,2.49,13.53,,13.25,11.24,,,24.58,1.08,4.74,,,3.89
IE0000FA5GB7,,,,,,,,,,,,,,,,,,
IE0000FCGYF9,20.7,7.5,3.1,,,1.7,11.2,,6.2,15.5,1.3,,27.6,2.6,2.7,,,
IE0000GXRR13,24.54,16.36,31.5,,,25.64,0.72,,,,,,0.3,,,,,0.95
IE0000H445G8,,16.07,21.89,,,,2.5,,23.85,6.58,,,29.1,,,,,
IE0000J0F3C5,4.67,2.88,2.83,,,8.85,41.06,1.0,4.73,4.24,,,7.03,5.36,12.69,,,4.69
IE0000KA1ZX3,3.41,6.17,8.11,,,2.87,47.28,,5.33,9.57,,,3.03,5.74,8.31,,,0.18
IE0000LTAD82,,,,,,,,,,,,,,,,,,100.0
IE0000LVTJ08,1.8063,7.8666,4.2489,,,,13.447,,9.7461,8.9635,2.3569,,39.7803,8.7833,2.9127,0.0862,,0.0022
IE0000M28B94,,,,2.0228,,,,,,,,97.8697,,,,0.1075,,
IE0000MK7GG1,,,,,,,7.25,90.75,,1.07,,,,,,,,0.93
IE0000MMQ5M5,1.7375,9.384,1.3568,,,,14.146,,11.6303,8.6917,2.4752,,37.4701,12.7751,0.2613,,,0.0719
IE0000MR4GH9,6.41,9.22,9.09,,,5.28,30.82,0.17,7.35,13.96,,,4.1,6.23,6.89,,,0.48
IE0000N55FP4,8.6863,10.8163,3.4919,,,5.368,15.9078,,6.7668,25.7104,8.42,,7.3169,5.013,2.0837,0.4189,,
IE0000P0RPE6,1.3999,6.7411,6.5471,,,5.9437,14.3437,,9.3333,9.7297,1.2868,,27.1019,9.7611,4.1549,3.6569,,
IE0000PJLVN3,,,,,,,,99.943,,,,,,,,0.0571,,
IE0000QLH0G6,3.81,8.63,4.71,,,4.15,17.39,,7.97,10.19,1.63,,31.3,7.7,2.42,0.1,,
IE0000QMH1B4,4.3176,7.6145,6.1188,,,6.8706,26.2286,,9.5563,17.5674,1.0671,,8.4937,2.6378,4.4734,,,5.0542
IE0000T4S954,,,,,,,,,,,,,,,,,,
IE0000TZZ2B2,5.5,9.5,6.7,,,4.1,16.1,,12.5,16.6,5.8,,13.9,3.4,6.1,,,
IE0000U24AJ9,,2.4471,,,,,11.2012,,16.5405,7.5557,8.9999,,46.1381,4.0413,3.0764,,,
IE0000UJ3480,2.99,9.07,5.91,,,5.12,35.57,0.41,9.81,8.75,,,12.74,2.6,7.03,,,
IE0000UW95D6,3.78,5.8,8.83,,,3.17,18.51,,8.81,10.33,,,34.92,1.36,2.58,,,1.92
IE0000VITHT2,2.99,9.07,5.91,,,5.12,35.57,0.41,9.81,8.75,,,12.74,2.6,7.03,,,
IE0000VKUF67,3.13,6.63,6.07,,,,40.87,,12.73,13.49,,,4.56,7.36,4.31,,,0.85
IE0000VX9GN7,2.1307,4.531,4.8827,,,2.9861,13.2532,,11.6251,8.404,2.1719,,36.9462,11.023,,0.7403,,1.3058
IE0000XTDDA8,,,,,,,,,,,,,,,,,,
IE0000ZL1RD2,,,,,,,,,,,,,,,,,,
IE0000ZVYDH0,1.9084,6.8809,,,,,17.185,,10.4147,10.8239,6.7693,,36.2767,4.7358,3.3945,,,1.6109
IE000128BSS1,,,,,,,,99.69,,,,,,,,,,0.31
IE000130VPV5,1.8063,7.8666,4.2489,,,,13.447,,9.7461,8.9635,2.3569,,39.7803,8.7833,2.9127,0.0862,,0.0022
IE00013A2XD6,3.7474,9.6768,5.3689,,,,18.6349,,8.5535,11.7931,1.759,,31.3178,7.2829,1.5227,0.343,,
IE00016PSX47,3.6153,8.3885,5.603,,,,16.8958,,9.3211,10.9349,1.8948,,31.2799,10.6419,,,,1.4249
IE0001858L90,,,,,,,,,,,,,,,,,,
IE00018LB0D8,,0.06,,,,,99.88,,,,,,,,0.06,,,
IE00018U4PN8,,,,,,,,,,,,,,,,,,
IE000191HKF0,,,,,,,,99.8997,,,,,,,,0.1003,,
IE00019EG7X4,2.7,10.84,6.01,,,5.36,29.51,0.69,10.14,8.7,,,16.33,4.0,5.71,,,0.01
IE0001A541Y3,5.3,11.24,6.45,,,0.97,20.99,,5.72,19.09,,,24.23,4.82,0.93,,,0.27
IE0001ARVVZ9,2.1497,9.2847,5.4178,,,4.3449,14.8598,,11.0481,9.9342,2.1607,,30.3055,7.9377,2.4318,0.125,,
IE0001AXQAS6,2.55,5.81,5.67,,,5.44,51.22,,6.9,6.59,,,12.54,1.16,2.12,,,
IE0001DKJVC2,,4.778,9.6062,,,4.0106,14.1917,,15.1718,6.9621,,,24.9513,10.5849,7.1537,,,2.5899
IE0001DM7O60,3.37,13.29,3.51,,,,39.69,,13.32,5.04,,,11.25,5.03,2.77,,,2.73
IE0001FQFU60,,4.2592,,,,3.1791,23.1648,,9.7889,13.0222,2.9953,,26.107,8.3502,4.2006,,,4.9328
IE0001GSQ2O9,3.1733,8.2827,3.9703,,,3.7074,17.1872,,9.3396,10.8562,,,30.7618,8.1518,,,,4.5697
IE0001J5A2T9,36.42,,4.49,,,,,,,54.1,,,,,4.99,,,
IE0001JABD69,4.03,5.84,8.5,,,3.25,19.13,,8.07,9.78,,,36.13,1.55,2.46,,,1.26
IE0001JH5CB4,3.9475,9.1102,9.4032,,,0.4338,26.1043,,14.8317,12.6864,1.7138,,10.9109,3.3223,2.2742,,,5.2618
IE0001KK9B39,3.22,0.68,2.16,,,,2.45,,,86.17,,,4.19,,0.54,,,0.59
IE0001KPAXU3,3.19,9.83,4.39,,,2.78,45.98,,4.85,8.44,,,2.74,6.11,11.7,,,
IE0001O84583,8.31,11.72,4.62,,,4.26,22.45,,14.31,16.2,,,13.59,0.92,2.11,,,1.51
IE0001O9L5K4,3.53,5.76,5.77,,,1.88,20.59,0.05,6.94,10.03,,,37.34,1.36,1.51,,,5.24
IE0001PY6688,3.92,5.98,7.52,,,,46.63,,5.25,8.52,,,2.86,7.72,10.42,,,1.18
IE0001QF56M0,11.24,5.74,11.73,,,2.49,16.38,,6.25,14.51,,,28.62,,2.44,,,0.6
IE0001R850E1,8.04,8.1,6.59,,,2.43,36.41,,3.46,25.9,,,8.9,,,,,0.17
IE0001T0BHM5,5.69,3.6,10.19,,,6.26,10.26,,8.33,12.15,,,10.72,2.44,10.63,,,19.73
IE0001TLQX55,2.105,5.3878,0.674,,,0.6794,27.1811,,9.1823,15.4147,0.6647,,19.8558,18.5427,0.2101,,,0.1024
IE0001UQQ933,6.36,6.17,6.57,,,4.74,23.5,,8.1,11.39,,,25.61,3.83,2.83,,,0.92
IE0001VDDL68,9.34,20.16,4.29,,,3.83,20.03,,8.99,15.52,,,5.31,8.88,3.21,,,0.44
IE0001VXZTV7,6.88,6.46,8.22,,,,26.98,0.01,4.49,5.77,,,35.78,2.66,1.01,,,1.74
IE0001W4ZVM2,2.2,4.26,9.2,,,2.82,14.22,,9.51,7.58,,,47.97,0.29,1.38,,,0.57
IE0001XIQ4D9,2.44,8.62,6.73,,,4.94,40.94,,8.74,7.68,,,11.15,3.4,5.37,,,
IE0001YGXFO5,2.6978,9.3957,4.9776,,,2.9539,15.6148,,10.1682,10.405,1.7797,,31.3515,8.7669,1.6109,0.2781,,
IE0001ZFMLN7,1.09,5.67,11.93,,,0.53,0.95,,3.79,4.09,,,67.86,1.26,1.24,,,1.67
IE00020C1NS6,9.34,20.16,4.29,,,3.83,20.03,,8.99,15.52,,,5.31,8.88,3.21,,,0.44
IE00020O1MD6,4.4077,10.0989,4.2174,,,4.4687,17.1823,,7.8664,12.1988,2.4329,,27.6326,6.9709,2.5235,,,
IE00021E4FE3,4.06,8.98,9.84,,,,56.06,,3.89,7.57,,,1.59,3.27,4.74,,,
IE00022GJEG1,,,,,,,,,,,,,,,,,,
IE00022VXYM7,3.13,4.8,5.85,,,1.31,18.74,,2.14,5.76,,,55.85,1.11,1.29,,,0.02
IE00023EZQ82,,10.135,,,,,,,,0.0286,,,45.3208,44.3898,,0.1258,,
IE000245C884,1.82,7.61,8.56,,,4.33,16.55,,11.23,8.73,,,35.89,2.28,1.62,,,1.39
IE00025DKLQ3,2.44,8.62,6.73,,,4.94,40.94,,8.74,7.68,,,11.15,3.4,5.37,,,
IE000264WWY0,4.89,9.9,8.23,,,4.47,41.76,0.52,6.51,10.63,,,2.99,4.95,5.16,,,
IE00026BEVM6,3.4,0.52,0.79,,,0.05,1.41,,,89.56,,,4.06,,0.2,,,
IE00028H9QJ8,0.66,8.63,,,,0.59,41.82,,,8.71,,,1.7,5.3,32.6,,,
IE0002A3VE77,,,,,,,,,,,,,,,,,,
IE0002DDYPW4,2.5027,9.4405,4.9428,,,3.51,17.8234,,10.6492,13.0958,,,29.4368,6.9812,0.6011,0.9455,,0.0712
IE0002EI5AG0,5.0727,8.976,6.4838,,,4.5213,16.0042,,12.9489,15.8774,5.47,,14.6886,3.9785,5.7755,,,0.2031
IE0002EKOXU6,3.6365,10.178,7.1515,,,6.4039,19.1071,,12.8333,10.4938,3.4288,,19.3684,3.4078,3.5412,0.4497,,
IE0002FCUS29,3.4542,8.1845,4.4538,,,3.8637,18.595,,8.0957,10.2318,1.4558,,31.4631,7.691,2.1884,0.3228,,
IE0002FPYN09,,,,,,,,,,,,,,,,,,
IE0002G3KSC2,0.15,4.58,4.15,,,1.29,43.31,10.42,1.39,7.88,,,4.56,2.48,6.28,,,13.52
IE0002H3JQ66,2.32,6.19,5.45,,,5.02,45.98,0.02,6.34,7.82,,,9.0,3.52,7.49,,,0.85
IE0002HWPU75,0.58,4.48,13.59,,,17.03,42.55,,3.38,9.01,,,,1.49,2.75,,,5.14
IE0002L5QB31,,,,,,,,,,,,,,,,,,
IE0002LI4M98,17.5326,3.017,5.2547,,,8.9582,35.5375,,4.1045,5.4237,3.0686,,0.974,10.0463,6.083,,,
IE0002LUYGW0,2.6,8.8,4.3,,,4.3,13.3,,8.8,8.4,1.6,,36.6,9.3,2.0,,,
IE0002OP0LA0,11.02,21.25,4.1,,,0.72,14.87,,6.45,19.34,,,4.34,14.62,2.61,,,0.68
IE0002P9KZW1,,,,,,,,,,,,,,,,,,
IE0002PG6CA6,91.79,,,,,,,,,2.66,,,,,1.53,,,4.02
IE0002PGSLZ5,1.8937,9.12,4.305,,,3.5086,12.2644,,9.1658,8.0633,0.7433,,38.105,10.6997,2.0554,,,0.0759
IE0002PPCMH6,,,,,,,,,,,,,,,,,,
IE0002RPS3K2,,,,,,,,,,,,,,,,,,
IE0002SCQ8X0,1.895,10.8759,1.2259,,,0.2017,23.8983,,8.3007,21.7941,4.5616,,20.1116,6.6717,0.1286,0.335,,
IE0002THYAT9,6.06,7.01,6.41,,,4.9,24.53,,10.37,17.5,,,16.02,2.16,4.1,,,0.95
IE0002U1PIC8,,,,,,,,,,,,,,,,,,
IE0002UMVXQ1,,2.76,5.56,,,,22.76,,12.76,4.36,,,50.26,0.66,0.58,,,0.3
IE0002VEN3U3,3.76,5.71,8.7,,,3.29,18.69,,9.25,11.12,,,34.52,1.35,2.55,,,1.06
IE0002VU15G5,4.61,5.08,8.41,,,,18.19,,11.17,5.61,,,44.01,1.36,0.81,,,0.76
IE0002VV7CV3,3.61,3.06,4.41,,,3.54,61.0,,0.82,6.86,,,2.39,4.05,7.44,,,2.83
IE0002W8NB38,2.19,5.19,9.41,,,2.39,13.67,,8.97,9.12,,,43.9,0.87,2.1,,,2.19
IE0002XFS025,4.71,5.55,6.12,,,7.28,29.38,,11.19,7.71,,,21.74,1.73,3.36,,,1.25
IE0002Y8CX98,,,,,,,,,,92.76,,,6.01,1.06,,,,0.18
IE0002YHUWS3,,,,,,,,,,,,,,,,,,
IE0002Z12PN9,,,,,,,,,,,,,,,,,,100.0
IE0002ZM3JI1,0.8665,10.7913,2.7493,,,,7.0811,,12.6772,5.9418,3.7828,,49.8042,2.725,1.2311,,,2.3498
IE00032L0R44,3.84,6.26,7.91,,,9.94,20.27,0.51,9.89,9.93,,,18.56,7.25,5.63,,,0.01
IE00032YLFR3,1.2027,10.5242,4.2723,,,2.7532,14.5199,,10.8977,8.5628,0.0305,,37.4005,8.8864,,0.8606,,0.0893
IE00034XRBU1,3.39,7.56,7.81,,,8.47,29.35,,10.47,7.95,,,13.48,6.31,5.2,,,
IE00035F1RO6,,,,,,,,,,,,,,,,,,
IE00036F4K40,,,1.3317,,,,,,98.0114,0.4898,,,,,,,,0.1671
IE000389GTC0,,,,,,,,100.0,,,,,,,,,,
IE0003A512E4,,11.14,3.25,,,,5.65,,2.19,18.23,,,53.69,,,,,5.86
IE0003B4BV34,0.06,2.89,6.25,,,,5.49,,5.39,2.2,,,76.4,,0.05,,,1.27
IE0003B6RHN4,5.3,11.24,6.45,,,0.97,20.99,,5.72,19.09,,,24.23,4.82,0.93,,,0.27
IE0003B9KF87,,,,,,,,,,,,,,,,,,
IE0003BJ2JS4,8.22,,,,,39.22,,,,34.53,,,1.16,,5.02,,,11.85
IE0003CEOZG5,1.38,0.7,1.13,,,2.69,26.06,39.39,1.01,3.94,,,2.15,1.94,3.82,,,15.8
IE0003HUCA83,,,,,,,,100.0,,,,,,,,,,
IE0003HV7CS6,10.67,18.88,4.84,,,0.56,17.87,2.71,6.06,17.07,,,1.01,12.94,6.13,,,1.26
IE0003JSNHV9,2.09,4.43,7.03,,,,25.22,,11.8,7.65,,,36.88,1.21,1.73,,,1.96
IE0003KQ8JX1,1.53,5.39,3.63,,,1.13,5.43,,8.89,9.96,,,60.46,,,,,3.58
IE0003L6OAY1,,,,,,,,,,,,,,,,,,
IE0003LGI4Z6,2.87,5.26,6.19,,,6.93,38.75,1.87,7.19,7.43,,,8.65,4.9,9.93,,,0.04
IE0003LX7GI0,,,,,,,,,,,,,,,,,,
IE0003MKK4H3,,,,,,,,100.0,,,,,,,,,,
IE0003NQ0IY5,3.7239,6.0859,2.7454,,,,21.2816,,10.6479,12.3724,1.8964,,34.6075,6.514,0.0793,,,0.0455
IE0003OZJ573,,,,,,,,,,,,,,,,,,
IE0003R87OG3,,,,,,,,,,,,,,,,,,
IE0003RA2ZR3,6.41,6.03,14.66,,,8.71,28.91,,10.56,8.74,2.21,,4.82,6.61,2.52,-0.18,,
IE0003RQ9F90,1.01,5.68,12.54,,,0.53,0.89,,3.79,3.93,,,66.41,1.24,1.19,,,2.79
IE0003UH9270,4.86,11.33,7.6,,,6.65,15.13,,11.64,14.62,,,9.1,2.57,2.31,,,14.2
IE0003UN5CT1,6.41,3.96,6.81,,,,29.48,,16.52,16.53,,,11.83,2.15,5.33,,,0.98
IE0003UVYC20,4.49,5.07,10.41,,,0.44,15.89,,14.4,9.5,,,22.3,8.18,7.15,,,2.17
IE0003VC1PW8,3.1,7.88,7.21,,,2.56,25.08,,3.11,7.18,,,40.51,1.48,1.36,,,0.53
IE0003W9O921,0.66,8.63,,,,0.59,41.82,,,8.71,,,1.7,5.3,32.6,,,
IE0003WEWAX4,0.47,3.95,1.85,,,,,,88.14,1.54,,,4.05,,,,,
IE0003XI1PW0,,,,,,,,,,,,,,,,,,
IE0003XJA0J9,3.6653,8.4966,4.6021,,,4.1028,16.8546,,8.1867,10.3599,,,31.8713,8.0135,,,,3.8473
IE0003XW12I8,,,,,,,,,,,,,,,,,,
IE0003Z9E2Y3,,,,,,,,,,,,,,,,,,
IE0003ZXNJY5,85.1365,3.729,,,,,,,,,10.5434,,,,,0.5911,,
IE00041H4WT9,,,,,,,,,,69.53,,,30.33,,,,,0.22
IE00042EX8S2,,,,,,,,,,,,,,,,,,100.0
IE00043CMIN7,,,,,,,99.7426,,,,,,,,,0.2574,,
IE00043L4HU0,,,,,,,,99.9611,,,,,,,,0.0389,,
IE00043ZI3D8,,,,,,,,,,,,,,,,,,
IE000472H9T4,1.09,5.67,11.93,,,0.53,0.95,,3.79,4.09,,,67.86,1.26,1.24,,,1.67
IE00048C5NZ0,4.33,2.57,3.61,,,7.82,47.45,0.28,3.2,5.04,,,5.63,4.34,12.34,,,3.39
IE00048UULY2,3.13,6.63,6.07,,,,40.87,,12.73,13.49,,,4.56,7.36,4.31,,,0.85
IE0004993469,3.87,6.7,9.46,,,4.21,19.65,,13.32,16.15,,,20.72,1.54,3.69,,,0.7
IE00049BN7O1,2.34,4.99,9.02,,,2.56,12.5,,9.04,8.73,,,47.56,1.26,1.9,,,0.1
IE00049LEBV0,3.26,10.82,8.9,,,6.34,24.44,0.39,7.06,7.37,,,20.47,5.21,5.72,,,0.02
IE00049TNTV6,1.99,1.14,1.22,,,2.46,28.39,47.97,0.9,1.82,,,0.27,2.13,5.5,,,6.22
IE0004CIQ1O4,3.6153,8.3885,5.603,,,,16.8958,,9.3211,10.9349,1.8948,,31.2799,10.6419,,,,1.4249
IE0004D7VJE6,,,,,,,,,,,,,,,,,,
IE0004GONJX4,,,,,,,,,,,,,,,,,,
IE0004HBJKG0,3.5658,8.541,4.324,,,3.744,17.6732,,8.4727,10.237,,,31.0242,7.7854,2.1573,0.8002,,1.6752
IE0004HE5624,,,,,,,,,,,,,,,,,,
IE0004HMINW0,,,,,,,,,,,,,,,,,,
IE0004I037N4,7.86,5.98,7.79,,,4.38,23.87,,3.24,6.34,,,35.05,2.69,2.81,,,
IE0004IR5U82,1.49,1.29,0.15,,,,39.83,38.37,,2.57,,,1.2,3.74,10.36,,,1.0
IE0004J37T45,2.1307,4.531,4.8827,,,2.9861,13.2532,,11.6251,8.404,2.1719,,36.9462,11.023,,0.7403,,1.3058
IE0004J6PFL7,,,,,,,,99.9653,,,,,,,,0.0347,,
IE0004KLW911,,,,,,,,,,,,,,,,,,100.0
IE0004L7EQG2,,,,,,,,,,,,,,,,,,
IE0004L9EID2,,,,,,,4.8006,,,,,,,,,0.0924,,95.1071
IE0004LCA3I5,,,,,,,,99.8976,,,,,,,,0.1023,,
IE0004MFRED4,5.7073,8.9474,6.464,,,4.7138,16.7726,,13.726,16.134,5.5698,,15.1182,3.8159,3.0594,,,-0.0286
IE0004MNX2U1,5.5969,19.9759,12.1571,,,8.6084,13.5006,0.0479,,11.4932,5.0431,,8.5317,10.7243,2.307,2.0138,,
IE0004MXQ328,0.2,6.27,7.28,,,4.0,41.38,,4.96,8.15,,,12.78,4.77,5.51,,,4.7
IE0004OXDQN6,1.8473,8.8421,5.2414,,,2.8218,12.4365,,9.7414,8.6786,1.6812,,36.7044,9.7151,2.0899,0.2003,,
