isin,NVIDIA Corp.,Apple,Microsoft Corp,"Taiwan Semiconductor Manufacturing Co., Ltd.",ASML Holding NV,"Amazon.com, Inc.","Alphabet, Inc. A",Broadcom Inc.,"Alphabet, Inc. C",Meta Platforms,Micron Technology,"Samsung Electronics Co., Ltd.",Siemens AG,HSBC Holdings Plc,SAP SE,Novartis AG,Allianz SE,"SK hynix, Inc.",Tencent Holdings Ltd.,Roche Holding AG,AMD,Schneider Electric SE,Banco Santander SA,Shell Plc,AstraZeneca PLC,JPMorgan Chase & Co.,Eli Lilly & Co.,"Visa, Inc.",Iberdrola SA,Tesla
DE000ETFL375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE000ETFL383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE000ETFL433,,,,,,,,,,,,,10.59,,10.86,,,,,,,,,,,,,,,
DE000ETFL441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE000ETFL466,,,,,8.67,,,,,,,,,,4.96,,5.16,,,,,5.16,5.65,,,,,,,
DE000ETFL474,,,,,9.76,,,,,,,,,,6.97,,6.64,,,,,6.5,7.16,,,,,,,
DE000ETFL482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE000ETFL490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE000ETFL508,5.05,5.49,3.57,,,2.56,2.18,1.96,1.73,1.33,1.11,,,,,,,,,,,,,,,1.06,,,,
DE000ETFL524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE000ETFL532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE000ETFL540,,,,,,,,,,,,,7.79,,7.08,,8.03,,,,,,,,,,,,,
DE000ETFL557,,,,,4.6,,,,,,,,2.79,,5.7,,2.4,,,,,7.84,2.42,,,,,,7.31,
DE000ETFL565,,,,,2.46,,,,,,,,,2.41,3.13,3.3,,,,3.5,,5.02,,,2.97,,,,4.14,
DE000ETFL573,6.61,8.34,,,,6.79,3.6,5.3,2.86,,,,,,,,,,,,6.42,,,,,2.07,2.86,,,5.72
DE000ETFL581,6.54,7.83,,,,3.9,2.68,2.92,2.13,,1.35,,,,,,,,,,3.29,,,,,,1.57,,,4.18
DE000ETFL599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
